Employee_ID,Name,Department,Role,Annual_Salary,Bonus,Total_Compensation,Years_of_Experience,Gender,Age,Performance_Rating,Salary_Range,Education_Level_Bachelor's,Education_Level_Master's,Education_Level_PhD,Bonus_Percentage,Annual_Salary_Zscore,Total_Compensation_Category,Years_to_Retirement,Name_Initial,High_Performer
25934,Evelyn Shaffer,Finance,Analyst,-1.242063160597269,45919.34,108035.0,1,Female,43,0.14143448925695917,Low,0,1,0,309033.3660570358,-1.242063160597269,Medium,22,E,False
85855,Jaime Chang,Finance,Analyst,-0.7576975079257026,12674.72,163444.58,19,Non-binary,33,-0.6409320770077193,Medium,0,1,0,44062.232239832316,-0.7576975079257026,High,32,J,False
19910,Diana Johnson,Engineering,Engineer,-1.1891654198739061,27553.54,79748.39,16,Female,25,1.4453787663647562,Low,0,1,0,168237.5971018824,-1.1891654198739061,Medium,40,D,False
42009,Jennifer Wilson,Finance,Engineer,0.5273467485407342,37751.52,135961.21,1,Female,59,0.4891529631523716,High,0,1,0,57495.454776854036,0.5273467485407342,High,6,J,False
66340,Mary Riley,Sales,Sales Executive,0.8467540723783221,12699.9,188654.21,3,Non-binary,47,0.14143448925695917,High,0,0,1,16971.575405115218,0.8467540723783221,High,18,M,False
14787,Brian Robinson,Engineering,Sales Executive,0.10457736353552166,20239.28,132548.5,29,Male,49,1.532308384838609,Medium,0,0,1,37814.87582612952,0.10457736353552166,High,16,B,False
37672,Michelle Lee,HR,Manager,1.610006165318054,46293.32,74429.4,17,Male,46,-1.1625097878508381,High,0,0,1,47851.40503472087,1.610006165318054,Low,19,M,False
75932,Joshua Browning,Sales,Analyst,-1.6594200865910738,27786.085,170372.73,19,Female,50,0.6630122001000778,Low,1,0,0,1734404.030747043,-1.6594200865910738,High,15,J,False
50652,Dan Oneal,Marketing,Analyst,1.270906197760878,5562.85,145731.89,27,Male,34,-1.6840874986939567,High,0,1,0,6393.484135111112,1.270906197760878,High,31,D,False
14707,Micheal Nguyen,HR,Sales Executive,0.6027970355148272,7260.21,138214.87,23,Non-binary,38,0.8368714370477841,High,0,0,1,10704.131987064682,0.6027970355148272,High,27,M,False
58763,Sarah Nichols,Marketing,Sales Executive,0.5106356783662435,34889.25,94460.95,18,Female,23,1.184589910943197,High,0,1,0,53527.357435121085,0.5106356783662435,Medium,42,S,False
82186,Christina Bridges,HR,Engineer,0.9841209639851977,49089.32,186820.14,23,Male,56,-1.4232986432723975,High,0,0,1,62316.40603671525,0.9841209639851977,High,9,C,False
97701,Keith Bryan DDS,Finance,Engineer,-1.6992873053120874,21419.4,156988.74,15,Non-binary,38,0.22836410773081198,Low,0,1,0,1236827.7377738138,-1.6992873053120874,High,27,K,False
17412,Jacqueline Myers,Sales,Analyst,0.23912269165471525,18014.61,49104.61,27,Non-binary,28,1.184589910943197,High,0,1,0,31392.598885051135,0.23912269165471525,Low,37,J,False
85911,Tina Wheeler,Engineering,Consultant,-1.5746543626110463,6400.95,138277.94,28,Male,38,1.4453787663647562,Low,1,0,0,120542.93849084669,-1.5746543626110463,High,27,T,False
97698,Madison Larson,Sales,Manager,1.1954650994831522,18821.17,122212.48,27,Female,40,0.054504870783105966,High,0,0,1,22183.749899156774,1.1954650994831522,Medium,25,M,False
16214,David Jones,Marketing,Analyst,1.4219068968142967,22878.81,198423.85,27,Male,28,0.22836410773081198,High,1,0,0,25047.01781352891,1.4219068968142967,High,37,D,False
11024,Trevor Watson,Marketing,Manager,-0.5490481952758934,49395.61,183589.9,1,Male,52,-0.6409320770077193,Medium,0,1,0,142121.25227085702,-0.5490481952758934,High,13,T,False
93451,Daniel Taylor,HR,Engineer,-0.5052326887817185,30947.63,129354.82,13,Male,45,-0.9017209324292785,Medium,0,1,0,85932.37196542042,-0.5052326887817185,High,20,D,False
42174,Desiree Hardy MD,Marketing,Consultant,0.9654346409435303,9484.18,120507.84,27,Female,22,-0.46707284006001293,High,0,0,1,12122.245562458358,0.9654346409435303,Medium,43,D,False
14200,Melissa Cordova,Marketing,Consultant,-1.5017002325326254,36160.86,104282.29,11,Male,52,-0.11935436616460045,Low,0,1,0,488352.5331384026,-1.5017002325326254,Medium,13,M,False
69755,Rachel Brewer,Marketing,Analyst,0.29792876414167224,8163.31,75866.51,1,Non-binary,27,-0.03242474769074725,High,0,0,1,13818.96009247135,0.29792876414167224,Medium,38,R,False
70660,John Lawson,Marketing,Consultant,1.1052444583774719,48310.13,117530.59,1,Non-binary,54,-1.5971578802201036,High,1,0,0,58734.39839776447,1.1052444583774719,Medium,11,J,False
67083,Beverly Johnson,Finance,Manager,0.28790928288311174,48710.06,189859.98,25,Female,44,1.4453787663647562,High,1,0,0,82860.54156929711,0.28790928288311174,High,21,B,False
46341,William Fuller,Marketing,Consultant,1.0233231112002426,8200.5,131451.48,22,Non-binary,35,0.9238010555216369,High,0,1,0,10263.475819215357,1.0233231112002426,High,30,W,False
58361,Amy Fowler,Sales,Consultant,0.8690908426902413,42528.77,190987.23,16,Female,29,-1.4232986432723975,High,0,1,0,56350.60589655345,0.8690908426902413,High,36,A,False
67196,Preston Johnson,Engineering,Consultant,-0.04827184774553787,11034.27,90500.5,2,Male,45,0.9238010555216369,Medium,0,1,0,22457.687269165686,-0.04827184774553787,Medium,20,P,False
36490,Scott Evans,Engineering,Manager,1.6064878451645195,9693.1,124851.37,7,Female,49,-0.9886505509031317,High,0,1,0,10029.811179239518,1.6064878451645195,Medium,16,S,False
15101,Tiffany Moore,Engineering,Manager,0.4816751253805467,13573.05,114015.76,24,Male,39,0.9238010555216369,High,0,0,1,21092.952588498076,0.4816751253805467,Medium,26,T,False
83505,Eric Berger,Finance,Analyst,-0.25454794192002494,17746.44,139107.88,25,Male,55,-0.46707284006001293,Medium,0,1,0,41069.008725396525,-0.25454794192002494,High,10,E,False
57048,Nicole Jackson,Finance,Consultant,0.8217452925333742,13313.52,120855.73,12,Male,48,0.054504870783105966,High,0,1,0,17963.95895311567,0.8217452925333742,Medium,17,N,False
26745,Mr. William Fritz,HR,Manager,-1.2007320874896088,16093.81,61078.86,9,Male,28,0.6630122001000778,Low,1,0,0,100300.03685490032,-1.2007320874896088,Low,37,M,False
49625,Kevin Garcia,Engineering,Engineer,0.2825776210294086,14462.73,91371.28,25,Male,35,0.3152937262046652,High,1,0,0,24666.739350509633,0.2825776210294086,Medium,30,K,False
62922,Nathan Dorsey,HR,Analyst,1.2964542590270538,37798.46,187844.87,2,Male,53,0.14143448925695917,High,0,0,1,43079.283531041976,1.2964542590270538,High,12,N,False
35095,Heather Glenn,Engineering,Engineer,-0.48907262353761277,28065.05,124017.77,26,Non-binary,30,1.4453787663647562,Medium,1,0,0,76937.12480205094,-0.48907262353761277,Medium,35,H,False
79402,Judith Harris,HR,Sales Executive,-0.049241413637992344,44542.52,121865.01,10,Non-binary,31,0.054504870783105966,Medium,0,1,0,90707.31851648759,-0.049241413637992344,Medium,34,J,False
79107,Joshua Griffin,Engineering,Analyst,-1.2492813568704735,28518.33,147887.86,6,Male,26,-0.03242474769074725,Low,0,1,0,194640.66724822615,-1.2492813568704735,High,39,J,False
89358,Toni Johnson,Marketing,Manager,1.704181114377274,21699.84,112612.54,17,Female,30,0.4891529631523716,High,0,1,0,21820.345570922218,1.704181114377274,Medium,35,T,False
43128,Dennis Lee,Marketing,Manager,-0.7756610924704131,17164.02,145531.33,6,Male,35,0.4022233446785184,Medium,1,0,0,60758.13096488613,-0.7756610924704131,High,30,D,False
54582,George Scott,Marketing,Analyst,-0.14959877109380423,16115.96,191093.44,13,Male,24,-1.5971578802201036,Medium,0,0,1,34864.59221607524,-0.14959877109380423,High,41,G,False
28109,Alexa Haynes,Finance,Engineer,0.8049939822058304,30761.48,176780.5,24,Male,38,1.4453787663647562,High,0,1,0,41777.635964171546,0.8049939822058304,High,27,A,False
44204,David Fernandez,Sales,Manager,0.5546558709932702,19481.32,76103.38,1,Male,58,1.184589910943197,High,0,0,1,29319.8769583119,0.5546558709932702,Medium,7,D,False
77953,Mary Thomas,Marketing,Engineer,0.46545517518426044,46298.23,171707.69,25,Female,26,0.7499418185739309,High,0,0,1,72473.40949494681,0.46545517518426044,High,39,M,False
57120,Sarah Gray,Engineering,Consultant,1.6276829991658137,34173.5,92417.45,1,Non-binary,44,1.4453787663647562,High,0,1,0,35139.33133840826,1.6276829991658137,Medium,21,S,False
69132,Andrew Nelson,HR,Analyst,-1.4577291519034195,37011.72,115261.36,17,Male,56,0.5760825816262249,Low,1,0,0,427036.7920649915,-1.4577291519034195,Medium,9,A,False
53278,Curtis Smith,Engineering,Engineer,0.2733439317359742,14181.6,173153.36,20,Female,59,1.4453787663647562,High,0,1,0,24297.120267527174,0.2733439317359742,High,6,C,False
24889,Colleen Woods,Engineering,Analyst,-0.6935097110324249,8736.99,150163.14,6,Male,52,1.4453787663647562,Medium,1,0,0,28544.44444662396,-0.6935097110324249,High,13,C,False
57455,Lacey Stone,Engineering,Sales Executive,-0.4210886276386174,38514.65,193918.5,29,Female,28,-0.29321360311230654,Medium,0,1,0,100220.86799145259,-0.4210886276386174,High,37,L,False
83638,Jacob Scott,Finance,Manager,-0.0636065145746619,46208.71,177733.42,5,Female,29,-0.9886505509031317,Medium,0,0,1,94897.4119136587,-0.0636065145746619,High,36,J,False
95260,Chelsey Mitchell,Engineering,Manager,1.4292581707590153,36933.36,143598.92,4,Male,57,-1.5102282617462506,High,0,1,0,40340.29589930507,1.4292581707590153,High,8,C,False
16613,Mr. Jason Medina,Engineering,Engineer,-0.8734193162609298,41146.07,113375.0,10,Non-binary,38,1.3584491478909024,Medium,0,0,1,161718.34944501892,-0.8734193162609298,Medium,27,M,False
51013,Sean Deleon,Finance,Manager,1.3936044445993938,37651.1,69424.67,16,Non-binary,30,-1.6840874986939567,High,0,1,0,41589.240855026124,1.3936044445993938,Low,35,S,False
70095,Veronica Thomas,Sales,Engineer,1.2708821170393663,29289.91,171805.49,25,Non-binary,24,0.9238010555216369,High,0,0,1,33663.69090242983,1.2708821170393663,High,41,V,False
49232,Diana Gardner,Marketing,Consultant,-0.09214628863709723,22657.21,185558.78,19,Male,25,-1.1625097878508381,Medium,0,0,1,47326.819426556125,-0.09214628863709723,High,40,D,False
40287,Stephen Jones,Engineering,Engineer,0.8422883659442519,8637.81,167408.14,4,Non-binary,33,0.6630122001000778,High,0,1,0,11562.99284241999,0.8422883659442519,High,32,S,False
91245,Troy Farmer,Finance,Consultant,1.2200765474231523,17885.97,100935.19,11,Non-binary,45,-0.3801432215861597,High,1,0,0,20907.339842597325,1.2200765474231523,Medium,20,T,False
36627,Ivan Patton,Marketing,Sales Executive,-1.5232268133063067,41336.12,175478.07,26,Female,57,-1.4232986432723975,Low,0,0,1,609082.5691222557,-1.5232268133063067,High,8,I,False
71313,Jared Knapp,Engineering,Sales Executive,-0.5361776833309584,36605.08,157603.75,6,Female,27,-0.3801432215861597,Medium,1,0,0,104212.31367418039,-0.5361776833309584,High,38,J,False
40630,Katherine Smith,Engineering,Engineer,0.847717934941997,40699.3,134090.03,7,Female,34,0.22836410773081198,High,0,1,0,54368.6086366868,0.847717934941997,High,31,K,False
65535,Traci Walton,HR,Engineer,0.284927392486416,46781.03,156479.98,13,Non-binary,35,-1.0755801693769849,High,0,0,1,79695.1379041864,0.284927392486416,High,30,T,False
39156,William Hess,Marketing,Consultant,0.21074324450129286,5392.6,146468.3,17,Male,35,-0.9886505509031317,High,1,0,0,9532.597321712145,0.21074324450129286,High,30,W,False
26245,Richard Griffith,Finance,Consultant,0.4763463151912335,8289.91,105465.04,15,Male,30,-1.5102282617462506,High,0,1,0,12913.487290099083,0.4763463151912335,Medium,35,R,False
13885,Jeffery Harrington,Engineering,Analyst,-1.2878029068512076,41145.63,51671.07,18,Female,55,-1.2494394063246912,Low,1,0,0,303751.8584762222,-1.2878029068512076,Low,10,J,False
20061,Melvin Brooks,HR,Manager,0.22209033395899913,13650.33,78399.67,22,Female,24,1.2715195294170498,High,0,0,1,23991.77043993632,0.22209033395899913,Medium,41,M,False
80610,Toni Mcdonald,Finance,Consultant,-0.8666592873996498,28474.45,183962.21,10,Non-binary,44,1.6192380033124625,Medium,0,1,0,111067.23544959933,-0.8666592873996498,High,21,T,False
31093,Kaitlyn Aguilar,Engineering,Manager,-0.794997278141304,36694.78,98522.66,9,Male,40,1.0107306739954904,Medium,0,1,0,132497.98598718413,-0.794997278141304,Medium,25,K,False
56336,Jaime Smith,Finance,Consultant,-0.30737058881446255,48969.28,136633.03,3,Male,52,-0.03242474769074725,Medium,0,0,1,117447.2686629004,-0.30737058881446255,High,13,J,False
36456,Ashley Howell,HR,Analyst,-1.1227482551311811,34662.31,141153.43,12,Female,41,-0.03242474769074725,Medium,1,0,0,189570.67683836026,-1.1227482551311811,High,24,A,False
74027,Brandi Mejia,Marketing,Consultant,-0.09211428662561424,27609.73,145333.46,6,Female,41,0.5760825816262249,Medium,1,0,0,57670.63238141856,-0.09211428662561424,High,24,B,False
43577,Annette Payne,Marketing,Manager,-0.24753918455365473,13283.39,163583.24,15,Male,53,-1.2494394063246912,Medium,1,0,0,30598.07963644151,-0.24753918455365473,High,12,A,False
33153,Dylan Reyes,Finance,Analyst,0.47119304078767754,7513.88,156055.29,28,Male,22,1.532308384838609,High,1,0,0,11731.676176099545,0.47119304078767754,High,43,D,False
50969,Christopher Jones,Marketing,Analyst,-1.3311076485680502,48477.41,158264.24,16,Female,40,-1.1625097878508381,Low,1,0,0,394045.3732619325,-1.3311076485680502,High,25,C,False
49949,John Fernandez,Engineering,Sales Executive,1.5575168463055975,23530.35,125049.51,23,Non-binary,31,-1.5102282617462506,High,0,1,0,24707.17632284689,1.5575168463055975,High,34,J,False
27071,Cynthia Mosley,Sales,Manager,-0.7096444281486234,27312.96,56005.29,7,Non-binary,23,-0.29321360311230654,Medium,1,0,0,90604.87175373762,-0.7096444281486234,Low,42,C,False
48152,Donna Fitzpatrick,HR,Analyst,0.4478676934873738,15311.01,141581.05,27,Male,36,1.2715195294170498,High,0,0,1,24158.199516226872,0.4478676934873738,High,29,D,False
87316,Tyler Brown,Finance,Consultant,-1.170034554039064,46959.97,181390.86,18,Female,50,-1.1625097878508381,Low,0,1,0,277426.1810740902,-1.170034554039064,High,15,T,False
97000,Summer Robinson,Engineering,Analyst,1.4528709024594681,39352.12,156733.03,1,Female,53,1.0107306739954904,High,0,1,0,42666.242910561705,1.4528709024594681,High,12,S,False
20596,Christopher Sims,Marketing,Manager,-1.2609769830869049,11230.99,134352.11,27,Female,22,-0.7278616954815721,Low,0,0,1,78450.64540509626,-1.2609769830869049,High,43,C,False
33018,Chelsea Carrillo,Engineering,Sales Executive,-1.6751207170168598,39686.2,189793.33,28,Female,33,1.0107306739954904,Low,0,1,0,1636111.9337236236,-1.6751207170168598,High,32,C,False
15615,Trevor Wang,Sales,Manager,1.3377428740204693,23424.74,137786.91,24,Non-binary,56,-0.46707284006001293,High,1,0,0,26341.526175210944,1.3377428740204693,High,9,T,False
16903,Matthew Sanchez,Marketing,Engineer,-1.0297377356977029,42802.19,89962.79,19,Male,25,-1.0755801693769849,Medium,1,0,0,204257.32191101988,-1.0297377356977029,Medium,40,M,False
43758,Nicholas Johnson,Finance,Sales Executive,0.8872895311212919,14087.22,171133.86,12,Female,33,0.3152937262046652,High,0,1,0,18537.226987193757,0.8872895311212919,High,32,N,False
93374,Julie Jenkins,Sales,Sales Executive,0.8220390139655004,7884.38,168389.99,16,Female,27,0.14143448925695917,High,0,0,1,10637.199215101587,0.8220390139655004,High,38,J,False
54970,Cheryl Burke,Finance,Consultant,0.5060619255369685,37360.66,84116.82,12,Female,30,0.3152937262046652,High,0,1,0,57434.72490373491,0.5060619255369685,Medium,35,C,False
41538,Ethan Guzman,Engineering,Engineer,-1.1241712356615776,42993.21,81035.03,2,Male,52,-0.03242474769074725,Medium,0,0,1,235659.52264760417,-1.1241712356615776,Medium,13,E,False
44087,Joshua Chang,Finance,Engineer,0.91609926274594,28635.46,167557.26,26,Non-binary,23,-0.5540024585338661,High,0,0,1,37275.38719368974,0.91609926274594,High,42,J,False
52757,Chad Franklin,Marketing,Sales Executive,-0.707886535478252,26583.13,91054.48,22,Female,45,-1.0755801693769849,Medium,1,0,0,88036.42318971394,-0.707886535478252,Medium,20,C,False
98819,Heather Hancock,HR,Engineer,0.13277557157440614,36687.6,88065.96,27,Male,37,-1.6840874986939567,Medium,0,0,1,67525.34958572313,0.13277557157440614,Medium,28,H,False
42316,William Randall,Sales,Sales Executive,-0.5382758746184857,22467.02,192382.07,23,Male,37,-0.03242474769074725,Medium,0,0,1,64072.04829265534,-0.5382758746184857,High,28,W,False
98757,Dustin Curry,HR,Manager,-1.0203177376641501,33220.03,106966.63,11,Male,33,-0.6409320770077193,Medium,0,0,1,156510.0878386342,-1.0203177376641501,Medium,32,D,False
82763,Amy Thomas,Marketing,Sales Executive,0.37493701042726785,8028.18,160638.6,3,Non-binary,44,0.8368714370477841,High,0,0,1,13099.914137558451,0.37493701042726785,High,21,A,False
64668,Carla Anderson,Finance,Consultant,-0.28303416806225634,15928.38,196839.57,2,Male,27,0.8368714370477841,Medium,0,0,1,37572.77359340002,-0.28303416806225634,High,38,C,False
38637,Kristopher Sharp,Finance,Engineer,-0.5986196279146202,20275.36,108165.53,3,Female,24,0.4891529631523716,Medium,0,0,1,60827.175626218916,-0.5986196279146202,Medium,41,K,False
26977,Elizabeth Paul,HR,Engineer,-1.2761925137148644,26351.63,118725.44,16,Female,31,1.3584491478909024,Low,0,0,1,189864.92436351287,-1.2761925137148644,Medium,34,E,False
40034,Grant Jackson,Finance,Sales Executive,-0.404993516972274,43475.13,108225.4,10,Non-binary,50,-0.3801432215861597,Medium,0,0,1,111784.61453704923,-0.404993516972274,Medium,15,G,False
76268,Audrey Becker,Marketing,Consultant,0.5631110559083506,7722.98,126535.04,21,Male,25,-0.3801432215861597,High,0,0,1,11580.968086174478,0.5631110559083506,High,40,A,False
33031,Gerald Robertson,Finance,Sales Executive,1.2484087836883464,35659.31,106943.38,12,Female,29,1.184589910943197,High,0,1,0,41290.41495089616,1.2484087836883464,Medium,36,G,False
49143,Roger Villa,Engineering,Engineer,-1.0070109210676106,31871.45,189795.23,17,Non-binary,28,1.3584491478909024,Medium,0,1,0,147501.54775327025,-1.0070109210676106,High,37,R,False
78537,John Freeman,Finance,Analyst,0.7216461691306176,40073.5,46442.18,16,Non-binary,49,-0.11935436616460045,High,1,0,0,56252.60502510485,0.7216461691306176,Low,16,J,False
68011,Jason Ramirez,Engineering,Consultant,1.0989543204372738,17499.49,198420.53,27,Female,32,1.2715195294170498,High,0,1,0,21322.312626631265,1.0989543204372738,High,33,J,False
89277,Gregory Ramos,Finance,Analyst,1.4404896093831443,13812.1,89575.03,1,Non-binary,58,0.6630122001000778,High,0,1,0,15033.255594144282,1.4404896093831443,Medium,7,G,False
12316,Katrina Graham,Engineering,Engineer,0.147584898452651,45539.72,185267.89,18,Non-binary,29,-1.3363690247985442,High,1,0,0,83167.26891872901,0.147584898452651,High,36,K,False
27815,Sheri Jacobson,HR,Manager,0.36176168724424707,40007.27,180641.58,3,Male,53,0.054504870783105966,High,1,0,0,65686.96941262082,0.36176168724424707,High,12,S,False
74097,Richard Green,Sales,Engineer,1.4184056866471006,20865.67,125059.93,22,Female,59,0.9238010555216369,High,0,0,1,22868.260228295796,1.4184056866471006,High,6,R,False
77849,Denise Bailey,Marketing,Engineer,-1.6712972687736412,18204.99,162303.75,10,Female,33,1.184589910943197,Low,0,1,0,718028.0905966096,-1.6712972687736412,High,32,D,False
43085,Megan Schneider,Sales,Manager,1.5651561383536623,49455.6,87240.87,14,Non-binary,52,1.7061676217863153,High,1,0,0,51809.71197704553,1.5651561383536623,Medium,13,M,False
52023,Andrew Smith,HR,Analyst,0.7977890936997772,17445.86,137902.39,25,Female,59,-1.6840874986939567,High,0,1,0,23760.240100445142,0.7977890936997772,High,6,A,False
88777,Steven Graham,Sales,Sales Executive,0.8456571321431335,15513.84,166580.2,19,Female,35,0.7499418185739309,High,1,0,0,20740.727474129646,0.8456571321431335,High,30,S,False
64606,Carla Allen,Marketing,Sales Executive,-0.7902460884166786,38484.3,176286.8,26,Male,51,-0.5540024585338661,Medium,0,0,1,138278.51599244418,-0.7902460884166786,High,14,C,False
84680,Greg Foster,Finance,Manager,-1.1821782084162569,11915.13,59571.25,6,Female,50,-0.20628398463845368,Low,0,0,1,71871.57656883009,-1.1821782084162569,Low,15,G,False
25602,Brittany Powers,HR,Engineer,0.5475134022521885,46516.91,66668.74,28,Female,59,-0.3801432215861597,High,1,0,0,70225.8573008529,0.5475134022521885,Low,6,B,False
36751,Emily Larsen,Sales,Sales Executive,-0.8164541515632407,29263.19,54056.63,3,Non-binary,47,0.22836410773081198,Medium,0,0,1,108067.77661972221,-0.8164541515632407,Low,18,E,False
13025,Amy Nunez,HR,Engineer,1.6028665482413627,16179.76,47422.19,27,Male,43,0.9238010555216369,High,1,0,0,16759.830090411564,1.6028665482413627,Low,22,A,False
95550,Samantha Lozano,Engineering,Sales Executive,0.7115490592303414,17473.59,177759.14,19,Non-binary,57,0.6630122001000778,High,0,1,0,24628.525497192368,0.7115490592303414,High,8,S,False
61152,Jeffrey Ford,Finance,Sales Executive,0.2721712639686629,23919.36,46793.97,19,Non-binary,25,0.9238010555216369,High,0,1,0,41004.329386446094,0.2721712639686629,Low,40,J,False
22452,Erin Williams,Engineering,Consultant,0.8756049947108194,29442.76,131622.37,3,Non-binary,56,-1.4232986432723975,High,0,1,0,38915.211609954385,0.8756049947108194,High,9,E,False
61564,Mr. Justin Cooley,Engineering,Sales Executive,-1.5149047060627394,12354.85,101377.61,5,Male,59,-1.6840874986939567,Low,0,1,0,175855.89384053432,-1.5149047060627394,Medium,6,M,False
81049,Danielle Chambers,Engineering,Consultant,-0.5653359517143324,22071.18,142103.52,21,Non-binary,49,0.4891529631523716,Medium,0,0,1,64369.36353195219,-0.5653359517143324,High,16,D,False
70649,Travis Martinez,Finance,Engineer,-1.2536732368820132,27723.65,151390.84,12,Non-binary,47,0.22836410773081198,Low,1,0,0,190859.43581059284,-1.2536732368820132,High,18,T,False
71596,Jennifer Lambert,Engineering,Consultant,-1.3452832722486128,33325.77,143090.71,24,Non-binary,56,-0.46707284006001293,Low,0,0,1,280154.3709412102,-1.3452832722486128,High,9,J,False
46566,Donald Matthews,Sales,Sales Executive,1.4671292244073282,30990.86,162415.03,1,Non-binary,28,1.184589910943197,High,0,1,0,33452.34597766794,1.4671292244073282,High,37,D,False
27908,Kayla Acosta,Marketing,Engineer,-1.735432468301511,11231.62,81477.56,11,Female,32,-1.0755801693769849,Low,1,0,0,1618275.434660649,-1.735432468301511,Medium,33,K,False
84460,Brenda Thompson,Sales,Sales Executive,1.6063233991847203,35572.88,81189.9,6,Male,24,-1.6840874986939567,High,1,0,0,36810.38066362875,1.6063233991847203,Medium,41,B,False
59550,Steven Owens,Marketing,Engineer,-0.02071748215549874,27786.085,131610.58,23,Male,42,0.054504870783105966,Medium,0,1,0,99957.54828760741,-0.02071748215549874,High,23,S,False
89222,Matthew Bartlett,HR,Sales Executive,-0.8091881106986112,11462.21,85791.96,2,Female,39,0.4891529631523716,Medium,1,0,0,42005.86472456543,-0.8091881106986112,Medium,26,M,False
20498,Kyle Joseph,Marketing,Consultant,-1.3216664214773752,39974.19,72193.8,10,Female,57,-0.03242474769074725,Low,0,1,0,317922.64504207554,-1.3216664214773752,Low,8,K,False
77136,Mary Green,Sales,Consultant,0.4477127530555405,28694.79,171843.74,3,Male,52,-0.03242474769074725,High,1,0,0,45278.732190296505,0.4477127530555405,High,13,M,False
31730,Diana Pena,Marketing,Consultant,-1.1222713934749247,13467.14,190568.69,25,Male,39,-1.5971578802201036,Medium,1,0,0,73597.65343019155,-1.1222713934749247,High,26,D,False
68079,Cassandra Hicks,HR,Engineer,-0.8939044058292198,42595.04,55194.21,7,Non-binary,26,1.184589910943197,Medium,0,0,1,171374.80298074818,-0.8939044058292198,Low,39,C,False
47374,Kevin Jones,Sales,Consultant,1.373233104755088,35097.53,129276.84,14,Female,53,-1.5102282617462506,High,1,0,0,39020.67188704658,1.373233104755088,High,12,K,False
69121,Ann Davis,Engineering,Sales Executive,1.6893182395788249,8525.15,156942.73,26,Male,44,1.184589910943197,High,0,0,1,8609.435153051212,1.6893182395788249,High,21,A,False
24913,Mary Wilson,Sales,Engineer,0.37487554121709266,37567.77,130908.19,27,Female,45,0.8368714370477841,High,0,0,1,61302.65314468046,0.37487554121709266,High,20,M,False
24238,Michael Thomas,HR,Analyst,0.3786882165059504,40074.5,140524.23,26,Non-binary,30,-1.2494394063246912,High,0,0,1,65276.507356819995,0.3786882165059504,High,35,M,False
55037,Gwendolyn Charles,Finance,Consultant,-1.232030054719958,21976.86,118766.96,29,Non-binary,26,0.22836410773081198,Low,0,0,1,145089.73935802834,-1.232030054719958,Medium,39,G,False
95745,Jacob Singh,HR,Sales Executive,1.576822931074599,46509.11,115251.62,25,Female,36,-0.29321360311230654,High,1,0,0,48552.5935502215,1.576822931074599,Medium,29,J,False
33585,Gregory Sanders,Finance,Manager,-0.02288411338837575,18901.55,74288.24,20,Male,42,-0.3801432215861597,Medium,1,0,0,37907.346409581136,-0.02288411338837575,Low,23,G,False
52091,Lauren Ball,HR,Sales Executive,-1.7244744726071826,49002.99,88993.05,8,Non-binary,30,0.8368714370477841,Low,1,0,0,4858224.9668464605,-1.7244744726071826,Medium,35,L,False
58925,Carrie Silva,Sales,Sales Executive,-1.0864300911687896,13618.69,82138.61,2,Non-binary,23,-0.20628398463845368,Medium,0,1,0,70463.28316998333,-1.0864300911687896,Medium,42,C,False
54275,Dustin Oliver,Engineering,Engineer,-1.517654661089083,41443.75,172918.36,21,Female,28,1.4453787663647562,Low,0,1,0,596604.776051188,-1.517654661089083,High,37,D,False
94074,Meagan Norton,Marketing,Manager,0.301335552532414,8137.9,137527.43,1,Male,54,-1.77101711716781,High,0,0,1,13753.17372336031,0.301335552532414,High,11,M,False
97262,Ethan Cruz,Marketing,Manager,0.9884000448275494,30929.47,82318.79,19,Non-binary,47,0.22836410773081198,High,0,1,0,39202.25668863177,0.9884000448275494,Medium,18,E,False
32015,Bryan Evans,Marketing,Manager,1.0311297008924951,14276.85,61772.38,24,Male,49,-1.5102282617462506,High,0,0,1,17818.451648085025,1.0311297008924951,Low,16,B,False
30382,Jack Bauer,Marketing,Engineer,0.7805767642959203,43977.48,82081.54,10,Female,48,0.5760825816262249,High,1,0,0,60300.60146921229,0.7805767642959203,Medium,17,J,False
21110,Thomas Russell,Marketing,Analyst,0.9509659295340397,8613.63,45550.72,18,Male,37,-1.3363690247985442,High,0,0,1,11068.315981636304,0.9509659295340397,Low,28,T,False
29035,Darren Cain,Finance,Sales Executive,-1.2542603628946665,25402.53,79109.51,12,Non-binary,40,0.22836410773081198,Low,1,0,0,175083.20361427512,-1.2542603628946665,Medium,25,D,False
79198,Tyler James,Engineering,Manager,1.6559195462481568,29440.34,68072.92,14,Male,30,-0.11935436616460045,High,0,0,1,30022.134588967143,1.6559195462481568,Low,35,T,False
92510,Felicia Kane,Marketing,Manager,1.6443763256507686,42808.67,60116.55,24,Female,32,0.22836410773081198,High,0,0,1,43802.68402241616,1.6443763256507686,Low,33,F,False
34768,Michael Robinson,Finance,Sales Executive,-1.4925416370681168,12938.17,51905.0,13,Non-binary,53,-1.5971578802201036,Low,1,0,0,168737.91633585255,-1.4925416370681168,Low,12,M,False
46773,Melissa Mason,Sales,Engineer,0.321629263735004,6569.4,162590.03,10,Non-binary,44,-1.77101711716781,High,0,1,0,10994.127938443055,0.321629263735004,High,21,M,False
