Employee_ID,Name,Department,Role,Base_Salary,Bonus,Total_Compensation,Years_of_Experience,Education_Level,Gender,Age,City,Performance_Rating
59409,Jeremy Ford,Finance,Analyst,114351.75,5170.3,109325.19,7,PhD,Male,37,Chicago,4.7
23099,Lori Ali,Marketing,Consultant,61667.85,40091.9,179816.21,29,Bachelor's,Male,46,Los Angeles,4.4
36553,Ronald Olson,Sales,Manager,60331.84,26835.54,71468.37,10,Master's,Male,36,San Francisco,2.3
65377,Erica Ramos,Marketing,Sales Executive,50277.03,25033.36,180981.2,19,PhD,Male,56,San Francisco,1.4
98935,James Mccarthy,HR,Consultant,76700.35,45025.49,84865.27,25,Master's,Male,39,San Francisco,3.1
83355,David Johnson,HR,Analyst,149031.81,15602.59,51025.42,29,Bachelor's,Female,57,Los Angeles,1.8
41808,Kelly Sullivan,HR,Analyst,92838.22,40517.29,114078.91,9,PhD,Female,57,New York,2.8
44960,Edgar Wong,Finance,Manager,116649.41,14163.43,53959.65,25,PhD,Female,26,Los Angeles,2.7
55471,Cory Perez,Finance,Sales Executive,132491.13,38134.7,182655.72,22,PhD,Female,54,New York,1.3
55433,Beth Hernandez,Marketing,Engineer,124628.69,16005.56,183240.87,7,Master's,Other,47,New York,2.6
57274,Katrina Holland,Engineering,Analyst,69556.25,42260.86,136978.98,21,Bachelor's,Female,42,New York,5.0
57192,Mary Miller,Engineering,Analyst,137446.65,7944.26,175206.07,4,PhD,Male,30,Los Angeles,3.2
51523,James Rogers,Engineering,Manager,107255.6,28506.66,150140.0,14,Bachelor's,Male,28,Los Angeles,4.8
67926,Angel Cross,HR,Sales Executive,60179.68,7126.36,146281.9,8,PhD,Female,37,Chicago,4.9
70926,Alisha Jones,Marketing,Sales Executive,120947.54,46200.19,143785.05,13,Master's,Male,56,San Francisco,2.7
50491,David Atkinson,Engineering,Analyst,88401.28,39923.22,160510.14,3,Bachelor's,Other,56,Chicago,2.6
37603,Deborah Watkins,Finance,Analyst,111236.84,11311.48,125449.78,24,Bachelor's,Male,28,Los Angeles,2.6
51883,Jennifer Craig,Marketing,Consultant,142283.35,41534.04,75934.68,5,PhD,Female,24,Chicago,3.4
67910,Reginald Brown,HR,Consultant,109002.43,23590.43,71484.86,12,PhD,Male,42,San Francisco,4.9
17771,Angela Lee,Finance,Engineer,105107.94,9179.21,66957.32,11,PhD,Other,46,Los Angeles,1.7
99054,Lisa Morgan,Engineering,Consultant,123240.27,6672.79,147486.99,22,PhD,Male,27,New York,4.0
95646,Joseph Wilcox,Marketing,Analyst,119464.6,21240.54,103016.99,24,Master's,Other,59,Houston,2.3
38408,William Donovan,Sales,Analyst,99977.21,37663.84,83889.27,22,Bachelor's,Male,55,Houston,3.0
85485,Heather Smith,Engineering,Consultant,131640.81,12137.32,143494.12,19,Master's,Male,32,San Francisco,2.2
25222,Susan Williams,Sales,Manager,117274.46,47960.31,122531.22,3,Master's,Male,59,Chicago,1.2
66505,Ashley Burnett,Marketing,Sales Executive,114427.64,46202.07,140446.11,5,PhD,Female,53,New York,1.7
57893,Megan Smith,Marketing,Manager,115889.29,38516.81,180484.03,2,Master's,Other,49,Chicago,2.8
77368,Casey Oliver,Engineering,Analyst,135325.41,25580.13,104875.67,1,Bachelor's,Female,33,New York,2.6
33657,Amber Smith,Engineering,Analyst,42342.99,18717.05,194333.64,26,PhD,Male,44,New York,1.5
98914,Ryan Lewis,Engineering,Sales Executive,122708.73,25837.39,141526.53,3,Master's,Male,53,Los Angeles,1.4
54323,Samuel Lowery,Engineering,Consultant,47524.12,17288.01,59771.0,13,PhD,Female,37,San Francisco,4.8
22048,Laura Ramirez,Engineering,Sales Executive,62381.8,23376.29,189648.16,16,PhD,Other,24,New York,4.0
89189,James Becker,Engineering,Analyst,143049.85,42514.03,97373.71,2,Master's,Male,51,Houston,3.3
34430,Amanda Roberson,Engineering,Engineer,123271.92,9856.21,74760.33,9,PhD,Male,39,Los Angeles,3.7
71112,Sherri Vega,Marketing,Sales Executive,80091.73,47476.02,165361.18,5,Master's,Other,30,Chicago,4.2
53671,David Hamilton,Engineering,Analyst,50760.5,26834.67,91240.47,21,Master's,Male,43,Chicago,2.1
13322,Ronald Robertson,Finance,Manager,57380.32,22800.81,134586.75,27,Master's,Female,46,Los Angeles,4.7
52549,Sara Adams,HR,Manager,44187.44,46799.44,130942.26,27,Bachelor's,Male,43,New York,1.6
46335,Jose Kane,Sales,Analyst,134966.76,42233.44,51705.25,17,PhD,Other,56,New York,2.8
40971,Cody Waller,Finance,Consultant,146025.21,48647.92,197684.69,20,Bachelor's,Other,45,Los Angeles,2.8
68981,Melissa Russell,Engineering,Analyst,122396.89,28646.35,59756.44,9,Master's,Female,40,New York,1.1
67425,Valerie Dean,HR,Analyst,70348.21,20634.31,62010.15,6,Bachelor's,Other,32,New York,4.3
66491,Alyssa Collins,Marketing,Consultant,91917.22,37169.77,127951.08,14,Bachelor's,Other,41,Houston,1.9
77607,Adam Ortiz,Finance,Manager,112817.65,22514.38,135767.77,29,Master's,Female,22,Los Angeles,4.0
98456,Chad Hudson,Marketing,Sales Executive,126609.41,10724.36,171769.09,7,Bachelor's,Female,37,Los Angeles,4.7
42005,James Smith,Marketing,Engineer,51604.14,9468.94,73838.3,1,PhD,Male,43,New York,3.4
50294,Crystal Reyes,HR,Engineer,125468.06,21411.04,135433.18,27,Bachelor's,Male,57,Los Angeles,3.0
87538,Sean Brooks,Marketing,Analyst,109210.4,7767.32,97077.17,7,Bachelor's,Other,57,Houston,2.9
14612,Jeremy Kelly,Marketing,Consultant,116073.23,10931.11,111073.94,12,Master's,Female,37,San Francisco,2.5
22262,Michelle Phelps,Engineering,Analyst,90650.88,30430.63,90470.83,10,Master's,Female,39,Chicago,3.0
27076,Emily Smith,Engineering,Manager,142371.64,36663.73,175969.41,1,Master's,Female,44,Chicago,1.2
70665,Amy Meyer,Finance,Sales Executive,140669.42,19441.98,176517.81,7,Master's,Other,39,San Francisco,3.6
79577,Calvin Garcia,Marketing,Analyst,87783.62,35051.39,109451.79,4,Bachelor's,Other,54,Los Angeles,1.4
22889,Dr. Amanda Byrd,Finance,Sales Executive,79072.96,45903.98,166452.79,24,Master's,Other,50,San Francisco,4.2
89911,Christopher Bell,HR,Sales Executive,72502.48,21854.91,171704.07,21,PhD,Female,32,San Francisco,1.7
49541,Tony Price,Sales,Sales Executive,53176.75,35697.73,157105.85,14,Master's,Male,22,Houston,1.9
18354,Christian Young,Finance,Sales Executive,149652.53,45035.09,69222.54,29,Bachelor's,Other,26,Houston,1.3
53703,Jeffrey Barrett,Engineering,Consultant,50575.09,23709.34,128246.96,28,PhD,Other,22,Los Angeles,1.1
97734,Eric Mclaughlin,Engineering,Manager,146793.64,32339.33,45268.98,3,Bachelor's,Male,44,Houston,1.1
42849,Madison Shah,Sales,Engineer,46296.68,48354.43,119232.3,28,Bachelor's,Male,31,Chicago,4.0
56241,Kristen Patterson,Marketing,Consultant,73179.01,17684.62,136352.38,29,Master's,Male,30,Houston,4.4
32457,Nancy Chase,Marketing,Analyst,49381.38,11149.67,127075.75,25,Bachelor's,Female,31,San Francisco,2.5
67194,Kara Evans,Finance,Sales Executive,141932.95,36853.94,137779.57,9,Bachelor's,Male,25,San Francisco,3.1
20522,Joseph Butler,Engineering,Engineer,101820.21,22750.37,175278.85,11,Bachelor's,Other,38,Chicago,2.0
91258,Henry Williams,Marketing,Engineer,83818.49,32920.22,164182.68,10,Master's,Male,23,Houston,4.5
63378,Danielle Martinez,Finance,Sales Executive,75184.23,26686.92,45633.21,2,Bachelor's,Female,39,San Francisco,1.1
18374,Brandon Martinez,Sales,Manager,131988.98,33621.09,79784.26,25,Master's,Female,34,New York,1.2
30737,Stacey Hill,Sales,Sales Executive,123406.82,6079.86,113069.7,3,PhD,Other,49,New York,2.0
70190,Christopher Butler,Engineering,Consultant,72122.7,41531.31,184312.68,11,Master's,Other,33,San Francisco,3.5
83053,Michael Anderson,Engineering,Sales Executive,76713.09,47050.92,113509.0,13,PhD,Other,47,Chicago,2.4
33346,Roy Boyd,Engineering,Sales Executive,140160.25,12621.67,164553.35,8,Bachelor's,Other,29,Los Angeles,2.5
70020,Tiffany Patterson,Sales,Consultant,80291.31,9688.38,118414.76,14,Bachelor's,Female,35,Houston,3.0
94856,Marcus Willis DDS,Marketing,Manager,74086.01,29982.1,101266.04,24,Bachelor's,Male,29,Chicago,1.1
18463,Vanessa Young,Sales,Analyst,93456.21,22514.02,161363.83,9,Master's,Male,35,Chicago,1.2
57729,Michael Davis DDS,Marketing,Engineer,86531.98,5327.76,163979.1,3,PhD,Other,38,New York,3.7
17539,Charles Allen,Sales,Manager,134407.81,23491.09,46413.89,18,Master's,Male,28,Houston,2.7
31032,Annette Snyder,HR,Analyst,94972.81,29900.87,121105.32,16,Master's,Other,52,Los Angeles,3.4
35850,Andrea Gray,Marketing,Analyst,50199.39,25941.18,188580.55,23,Bachelor's,Female,56,New York,1.3
56132,Hector Garcia,Sales,Consultant,108243.11,16989.27,181955.45,1,PhD,Female,56,Houston,4.1
92246,Chad Harmon,Sales,Sales Executive,64381.47,43244.03,147904.03,5,Bachelor's,Other,51,Los Angeles,4.2
66770,Edward Carroll,Sales,Consultant,78981.21,41395.62,71182.05,5,Bachelor's,Female,34,San Francisco,3.5
12010,Heather Johnson,Engineering,Sales Executive,108556.6,14407.02,76641.2,4,PhD,Male,37,Chicago,4.0
66134,Ann Buchanan,HR,Sales Executive,102255.04,20672.14,76018.27,11,PhD,Male,47,Houston,1.2
83797,Sharon Ali,Engineering,Engineer,51724.37,33369.0,193646.51,12,Master's,Other,29,San Francisco,2.8
18408,Shannon Castillo,Marketing,Analyst,139692.62,35597.08,196719.19,27,Master's,Female,45,San Francisco,1.8
56331,Anthony Roman,Finance,Consultant,140687.16,34890.47,104888.22,29,Bachelor's,Other,30,Chicago,2.8
20251,Hannah Farrell,Sales,Engineer,63692.56,49411.53,81060.31,23,Bachelor's,Male,35,Houston,2.9
21382,George Patton,Finance,Analyst,130412.61,32465.74,105886.24,27,Master's,Other,55,New York,2.0
81492,Lisa Kaufman,HR,Manager,129698.59,5627.42,151929.49,25,Bachelor's,Male,22,Chicago,4.5
55542,Melvin Anderson,Sales,Consultant,135387.5,6942.61,174702.08,8,Master's,Other,54,San Francisco,3.8
24048,David Scott,Sales,Analyst,137403.34,49686.51,189060.61,13,Bachelor's,Female,46,Chicago,4.3
19036,Javier Morales,Marketing,Engineer,123982.01,36748.92,67147.61,13,Master's,Male,55,New York,4.3
91274,Wayne Martinez,Engineering,Analyst,62770.27,34094.57,198084.1,8,Master's,Other,26,San Francisco,1.0
59530,Christina Cisneros,Sales,Engineer,135189.19,45319.02,78153.9,13,PhD,Male,44,San Francisco,3.4
29645,Ann Rivas,Engineering,Sales Executive,44554.98,41435.91,175616.28,18,Master's,Other,39,Los Angeles,2.1
91158,Daniel Hess,Finance,Sales Executive,66979.53,11032.13,122695.38,9,Master's,Other,25,New York,2.1
15922,James Cain,Finance,Analyst,85675.68,37859.25,156004.46,21,Master's,Male,49,Los Angeles,1.6
90009,Kristen Morris,Engineering,Manager,57348.98,46130.29,151939.82,28,Bachelor's,Male,40,Los Angeles,4.9
63690,Ronald Williams,Finance,Consultant,84882.59,17103.73,46413.77,8,Bachelor's,Other,36,Chicago,2.7
46486,David Martin,Sales,Analyst,50189.39,32160.88,45228.94,5,Master's,Female,54,Houston,3.2
73047,Robert Carter,Finance,Engineer,54513.03,35714.14,75929.48,23,Bachelor's,Male,52,Chicago,4.8
90106,Adam Martin,Engineering,Manager,52372.74,15392.64,175515.54,14,Master's,Male,59,Chicago,3.6
33775,Tiffany Evans,Sales,Sales Executive,138801.69,18519.81,125907.12,9,PhD,Female,50,San Francisco,1.5
58618,Dustin Scott,HR,Analyst,145888.66,8896.76,78961.87,25,Master's,Female,37,Chicago,1.3
85115,David Jackson,HR,Engineer,51856.42,21525.32,61179.44,22,Master's,Other,59,Chicago,1.3
36953,Amy Brown,Sales,Consultant,147671.68,47469.62,45909.92,8,Bachelor's,Male,58,Los Angeles,3.5
35258,Claudia Mcgee,Sales,Manager,61954.87,25512.51,69163.88,8,PhD,Male,33,Los Angeles,1.9
68181,Sandra Murphy,Marketing,Manager,103068.08,37772.38,146846.84,22,PhD,Female,29,Los Angeles,2.4
33670,Amy Turner,Engineering,Analyst,123618.71,18375.07,181222.97,1,Master's,Male,58,Houston,2.2
80389,Rhonda Alexander,HR,Consultant,110270.82,10444.87,113058.58,25,Bachelor's,Female,35,Los Angeles,1.8
51798,Denise Jordan,HR,Analyst,74573.03,46900.16,154178.73,5,Master's,Male,40,Chicago,1.4
28747,Caleb Garcia,Marketing,Sales Executive,89891.84,7757.34,134767.82,4,PhD,Female,35,Los Angeles,4.6
79331,Melinda Vaughn,Engineering,Analyst,100735.49,7311.42,145452.87,21,Master's,Male,39,Houston,1.3
99013,Travis Crawford,Finance,Sales Executive,53588.51,9079.98,156863.69,15,PhD,Other,47,Chicago,3.0
48988,David Zhang,Finance,Analyst,127047.77,9372.19,158422.18,27,Bachelor's,Male,47,Los Angeles,3.0
32652,Michele Butler,Sales,Manager,144652.48,9556.51,62702.13,27,PhD,Other,57,Los Angeles,1.6
39034,Jesse Cisneros,Finance,Consultant,146853.66,39206.62,197885.86,20,Bachelor's,Female,41,New York,4.9
74493,Brittany Lewis,HR,Consultant,133442.37,10916.53,112198.53,18,Bachelor's,Other,38,Chicago,3.7
14252,Douglas Hansen,Sales,Manager,90033.33,11388.28,176100.5,15,Bachelor's,Other,28,Houston,3.2
47539,Kristina Shields,Sales,Manager,42294.26,20772.35,48519.99,5,Bachelor's,Female,58,Los Angeles,2.2
71909,Jeffrey Bradley,Finance,Consultant,83820.83,13504.77,113036.92,11,Master's,Male,58,Chicago,4.6
70952,Heather Collins,Marketing,Analyst,121907.22,19246.5,56341.14,4,Bachelor's,Male,39,New York,3.4
88001,Curtis Wilkinson,Engineering,Analyst,82274.4,7585.14,190376.83,12,PhD,Other,47,Chicago,4.4
28097,Jenny Bishop,Sales,Consultant,124819.45,7714.38,175938.08,11,PhD,Male,50,New York,2.5
40780,Thomas Ortega,Marketing,Manager,103659.72,40316.37,69599.29,5,PhD,Female,30,San Francisco,2.8
84803,Luke Myers,HR,Engineer,56473.46,5710.5,154567.94,22,PhD,Male,45,Chicago,2.5
67808,Ryan Miller,Marketing,Manager,120339.37,35368.7,72175.64,24,PhD,Male,32,New York,3.4
43017,Jason Smith,HR,Manager,104652.24,24923.78,168917.05,24,PhD,Other,34,New York,5.0
60135,Angela Moore,Marketing,Engineer,118103.28,38580.26,137878.12,20,Master's,Female,30,Los Angeles,3.0
84025,Todd Payne,Finance,Sales Executive,73976.04,31654.59,108524.59,24,Bachelor's,Other,28,New York,1.5
18732,Nichole Miller,Engineering,Manager,111622.49,46604.43,144484.87,29,Master's,Male,42,Houston,4.8
28087,Michael Mccann,Engineering,Consultant,143893.01,30299.67,96465.14,28,Bachelor's,Male,28,San Francisco,2.6
41341,Darlene Ingram,Engineering,Engineer,106896.6,6735.29,114947.7,15,Master's,Female,31,New York,1.1
74795,Cynthia Bell,Sales,Engineer,74338.22,46549.95,186034.1,9,Bachelor's,Male,42,Chicago,2.1
85432,Jordan Lee,HR,Analyst,143231.53,14189.71,100831.0,7,Bachelor's,Other,24,Chicago,4.8
13819,Jose Kirk,Sales,Manager,90441.43,44540.19,106682.84,2,Bachelor's,Male,51,Houston,3.1
91693,Stephen Johnson,Sales,Manager,117451.2,30877.48,168394.93,18,Master's,Female,28,Chicago,4.4
47532,Colleen Scott,Marketing,Manager,102134.11,16812.57,63185.24,10,PhD,Female,50,New York,3.0
70851,Andrew Solis,Finance,Consultant,90002.89,8119.18,58880.19,18,Bachelor's,Female,55,Chicago,5.0
17277,Elizabeth Price,Finance,Engineer,65181.4,18564.06,68970.67,29,PhD,Other,32,Houston,1.6
24370,Ryan Thompson,Finance,Manager,107475.11,32147.94,164754.58,21,Master's,Male,38,San Francisco,2.7
84377,Zachary Hayes,Sales,Consultant,72648.71,22169.75,127844.85,7,PhD,Other,41,San Francisco,2.6
16137,Corey Decker,Marketing,Engineer,115676.39,39667.04,142679.85,20,Master's,Other,25,San Francisco,2.5
26970,Justin Jenkins,Sales,Manager,118435.65,14482.05,123115.15,17,Master's,Female,50,Los Angeles,1.9
29457,Catherine Goodwin,Sales,Consultant,86872.22,35086.11,80998.91,27,Master's,Other,39,Houston,3.9
96105,Dalton Byrd,Marketing,Engineer,132793.48,35750.97,101063.03,15,Bachelor's,Male,26,Houston,4.4
41996,Kendra Brewer,Finance,Consultant,87723.56,21652.29,155562.36,28,Bachelor's,Male,36,Los Angeles,4.8
30672,Jessica Bradley,Engineering,Consultant,125112.94,6910.34,154534.58,12,Bachelor's,Male,47,Chicago,4.2
87785,Anthony Lopez,Sales,Consultant,102869.48,28125.96,60562.58,27,PhD,Other,56,Houston,4.9
52460,Allen Pitts,Sales,Engineer,146806.58,35065.93,153121.72,19,PhD,Male,30,Los Angeles,3.2
79129,Stephanie Lopez,Marketing,Manager,53364.68,35541.06,83747.37,27,Bachelor's,Male,43,New York,4.3
10314,Michelle Reed,Engineering,Consultant,55072.72,30149.06,96586.91,7,Master's,Female,28,Los Angeles,4.1
60418,Stephen Herman,Finance,Consultant,104906.59,26773.91,144987.54,1,Bachelor's,Male,32,San Francisco,1.3
37597,Tracy Young,Marketing,Manager,57431.79,43172.14,192522.23,22,Bachelor's,Female,32,San Francisco,4.3
21758,Sandra Gibbs,Marketing,Consultant,54102.57,12970.01,154696.38,24,PhD,Other,44,Chicago,4.6
72905,Stephanie Norris,Engineering,Engineer,130750.18,45608.26,146104.34,27,PhD,Female,57,New York,2.1
99927,Joshua Mclean,Sales,Sales Executive,130747.3,18824.69,45869.51,16,Master's,Other,55,Chicago,4.3
11959,Kimberly Lane,Engineering,Engineer,48645.65,12951.77,71037.68,25,Master's,Other,28,Chicago,1.3
41044,Nicholas Campbell,HR,Engineer,92669.76,38002.18,67752.91,14,Bachelor's,Other,51,New York,4.0
96572,Leah Harrington,Sales,Consultant,98189.45,30582.03,134537.27,27,PhD,Other,55,Houston,3.4
20579,Mary Turner,Finance,Manager,142101.05,21857.59,109386.41,20,PhD,Male,53,San Francisco,4.6
14326,Tony King,Sales,Analyst,78848.3,19851.9,45348.54,5,PhD,Other,50,Los Angeles,4.7
72250,Lindsey Bauer,HR,Consultant,149107.44,33113.93,135627.02,2,PhD,Other,34,San Francisco,2.7
58831,Erik Larsen,Marketing,Engineer,116889.54,12009.01,177533.8,11,Master's,Other,36,Los Angeles,3.9
12327,Gabriel Cruz,Finance,Analyst,132993.04,30907.02,134152.72,18,Master's,Male,47,San Francisco,3.6
34771,Laura Washington,Finance,Manager,46959.05,7930.89,63375.83,2,PhD,Female,23,Chicago,2.1
31176,Andrew Leonard,Finance,Manager,89389.66,17131.33,195903.38,6,Master's,Other,57,Houston,3.6
67161,Tiffany Ramirez,Sales,Manager,128743.44,13986.02,184586.16,23,Master's,Other,55,New York,1.0
79162,Michael Young,Marketing,Consultant,103159.42,14773.83,115191.92,1,PhD,Female,23,San Francisco,1.5
47130,Victoria Kim,HR,Engineer,135479.36,6431.14,79343.27,26,PhD,Other,36,New York,3.4
39837,Christopher Khan,Sales,Manager,141203.77,41574.1,175822.35,3,PhD,Other,34,Houston,4.8
46565,Nicholas Green,Sales,Consultant,130567.33,46513.55,163664.48,28,PhD,Female,25,San Francisco,4.8
99967,Stacy Porter,Marketing,Sales Executive,57049.1,22464.45,183945.96,28,Bachelor's,Female,22,New York,2.6
79654,Amanda Blair,HR,Manager,138133.93,29786.02,91476.7,10,Master's,Female,32,New York,2.7
59698,Laurie Smith,Finance,Manager,69084.61,38800.74,45549.96,27,PhD,Male,22,San Francisco,2.8
17040,Tina Williams,Engineering,Analyst,48461.42,33424.92,126112.14,18,PhD,Male,48,Los Angeles,4.9
76321,Randall Nelson,Sales,Engineer,103793.41,44021.85,66064.71,15,Bachelor's,Female,29,Los Angeles,1.6
34741,Bradley Nolan,Finance,Manager,132738.71,26223.13,141043.19,17,Bachelor's,Female,47,Los Angeles,4.9
56454,Cathy Smith,Sales,Analyst,140676.43,11323.77,108943.45,22,PhD,Male,30,New York,4.5
18267,Randy Ellis,Finance,Engineer,101416.86,36513.26,46328.8,9,Bachelor's,Female,59,Houston,4.5
47198,Nicholas Tate,Finance,Manager,137640.52,14439.77,77311.07,3,Master's,Male,34,Los Angeles,1.6
52743,Ashley Bryan,Sales,Engineer,120646.09,27228.0,195565.12,9,Bachelor's,Other,36,Los Angeles,3.0
29017,James Thompson,Engineering,Sales Executive,147658.44,10043.58,63634.78,2,Bachelor's,Female,52,Chicago,2.5
27157,Anna Harrison,HR,Manager,115987.36,47734.67,58009.85,13,Master's,Female,52,San Francisco,1.0
97823,Elizabeth Lee,Marketing,Engineer,57724.19,16365.16,59864.43,4,PhD,Other,35,Los Angeles,4.0
98316,Terry Hughes,HR,Consultant,125868.34,7283.02,132353.45,28,Master's,Other,44,Chicago,3.5
26743,Bridget Munoz,Marketing,Consultant,66137.43,46652.54,136716.86,17,Bachelor's,Female,45,Los Angeles,2.5
97258,Brandon Velez,Sales,Manager,104906.33,13963.55,64734.71,28,Master's,Other,36,Houston,3.0
53583,Laura Becker,HR,Engineer,58007.74,45645.25,92735.05,25,Bachelor's,Other,34,Chicago,4.0
63178,Laura Trevino,HR,Manager,82577.89,15329.92,64269.47,11,PhD,Other,29,Los Angeles,1.7
23631,Mr. Dylan Schmidt,Engineering,Consultant,110023.73,14643.39,96470.66,12,PhD,Other,36,New York,1.3
34472,Sierra Richards,Sales,Manager,43362.67,43739.01,140421.81,4,Bachelor's,Other,36,San Francisco,4.0
35824,Emily Marquez,Finance,Engineer,92957.5,8710.89,45747.06,8,Master's,Male,48,New York,1.2
10801,Kristin Woodward,Finance,Manager,99867.11,19268.62,68725.73,4,Master's,Female,35,Houston,1.5
21478,Ashley Patton,Sales,Consultant,63042.66,43872.11,77805.78,9,PhD,Female,27,Houston,1.3
62246,Brandon Valentine,HR,Manager,54833.46,30702.28,59065.13,23,Bachelor's,Male,32,Chicago,2.6
95510,Mariah Rice,Marketing,Consultant,149899.78,33776.66,97053.94,11,Bachelor's,Male,49,Chicago,1.1
89472,Madison Singh,Marketing,Analyst,116651.08,25396.57,163214.61,22,Bachelor's,Other,27,San Francisco,2.6
17267,Patrick Fuller,Sales,Engineer,126783.69,43829.66,180403.81,22,PhD,Other,56,New York,3.5
33998,Daniel Boyer,Sales,Sales Executive,124275.9,18275.37,156063.97,26,PhD,Other,56,New York,4.4
74466,Charles Wilson,Sales,Consultant,104228.66,40690.82,67433.11,3,PhD,Other,31,Chicago,1.9
30973,Sandra Smith,Marketing,Sales Executive,140124.22,49429.79,184706.45,19,PhD,Female,43,San Francisco,3.2
79996,Laurie Freeman,Engineering,Manager,149964.04,14665.95,87576.37,17,Master's,Female,43,San Francisco,2.2
92093,Shawn Contreras,Sales,Analyst,88705.9,29259.58,162834.66,29,Bachelor's,Male,42,New York,3.8
51410,Sharon Gonzalez,Sales,Consultant,75120.89,42434.84,164626.69,16,Bachelor's,Other,49,Chicago,1.8
13469,Todd Green,Engineering,Sales Executive,110923.79,8616.2,100279.75,25,Bachelor's,Other,35,San Francisco,4.5
94516,Christopher Payne,Sales,Consultant,127021.68,44794.87,111889.6,14,PhD,Male,57,Los Angeles,4.3
63676,Bradley Williams,Marketing,Engineer,72951.15,16342.78,93861.74,22,PhD,Female,22,New York,4.1
84614,David Brown,Sales,Sales Executive,137217.77,35161.99,65014.93,23,PhD,Other,31,New York,2.1
46564,Justin Carrillo,HR,Analyst,80715.58,17569.66,123031.02,1,PhD,Female,42,San Francisco,2.5
43234,Peter Roberts,HR,Consultant,149608.14,15651.06,180304.3,7,Bachelor's,Female,24,San Francisco,2.7
79426,Shannon Hernandez,Engineering,Analyst,61590.97,27907.06,55511.07,24,PhD,Male,53,San Francisco,4.7
11507,John Smith,Sales,Analyst,118305.64,42378.81,142263.86,10,Bachelor's,Other,56,Los Angeles,2.8
24888,Denise Spencer,Engineering,Engineer,110678.54,7480.67,189611.8,2,Bachelor's,Other,24,San Francisco,4.8
74373,Joseph Guzman,Sales,Analyst,137000.74,34167.24,147050.04,15,PhD,Male,58,Houston,3.9
17666,April Brown,Sales,Engineer,75406.13,46674.62,64573.13,27,Master's,Female,25,San Francisco,1.2
99429,Christopher Wagner,HR,Analyst,114655.98,32361.66,120485.58,17,Bachelor's,Other,41,New York,4.1
93932,Nathaniel Munoz,Sales,Analyst,87413.55,29393.79,51819.12,6,Bachelor's,Other,22,Houston,1.2
32648,Reginald Barrett,Finance,Sales Executive,86764.56,7176.91,68264.01,9,Bachelor's,Male,53,Houston,3.3
62462,Jeffrey Ramos,Marketing,Manager,147694.88,40226.29,112215.79,7,PhD,Male,37,Chicago,4.8
38658,Donald Lopez,Sales,Sales Executive,116634.38,26182.93,67297.66,10,Master's,Male,29,Chicago,4.1
36749,Jenny Stanley,Engineering,Analyst,128047.93,47275.35,46957.64,23,Master's,Female,57,Chicago,2.2
97427,Jessica Barrera,Finance,Manager,47420.4,29599.97,160982.68,26,PhD,Other,27,Houston,1.9
67791,Chelsea Banks,Sales,Engineer,134820.67,5081.55,168812.13,15,Bachelor's,Other,35,Houston,2.0
46309,Elizabeth Vance,Marketing,Analyst,132687.29,38799.52,149598.71,27,PhD,Other,30,Los Angeles,4.8
16773,Mark Webb,Finance,Sales Executive,106509.31,15027.57,115441.21,23,Bachelor's,Other,26,San Francisco,2.3
42629,Dr. Joseph Fuller Jr.,Engineering,Engineer,55952.54,16943.05,192271.01,12,PhD,Male,36,Houston,1.4
31341,Amy Jacobs,HR,Manager,110742.55,35659.41,188548.83,4,Bachelor's,Male,35,Chicago,2.9
82052,Carol Williams,HR,Consultant,75403.87,23628.93,187574.59,18,Bachelor's,Female,46,New York,3.9
96997,Richard Wolf,Finance,Manager,74055.89,32035.9,139083.93,29,Bachelor's,Male,56,San Francisco,3.1
80614,Arthur Bradford,Engineering,Engineer,132864.68,10173.47,155857.01,8,Master's,Female,49,San Francisco,1.4
52190,Darren Walker,Sales,Analyst,105227.49,18514.21,146833.77,26,PhD,Female,50,San Francisco,3.5
49909,Craig Johnson,Sales,Analyst,69496.45,12575.09,81939.99,25,Master's,Female,23,San Francisco,4.4
87778,Joseph Foster,Sales,Sales Executive,48061.97,27626.8,62842.44,16,Bachelor's,Male,48,San Francisco,3.6
60583,Stephen Fisher,HR,Consultant,82914.36,18075.03,116987.54,20,Bachelor's,Other,54,Chicago,3.5
29282,Theresa Lozano,HR,Manager,86345.35,32366.52,50711.78,15,Bachelor's,Male,29,New York,4.8
12521,Oscar Reynolds,HR,Consultant,91193.97,48777.25,142454.21,20,PhD,Female,54,New York,4.9
75978,Paul Diaz,Engineering,Analyst,90070.43,35376.5,175149.64,14,PhD,Female,22,New York,3.1
95460,Jodi Andrews,Sales,Sales Executive,80701.81,42170.99,128860.04,2,Master's,Male,48,Chicago,2.7
85258,Lisa Sharp,Engineering,Sales Executive,47153.84,31609.12,171452.75,19,PhD,Female,57,Los Angeles,3.2
34523,Andrea Cook,Engineering,Engineer,98977.53,38049.37,117685.82,16,Master's,Female,48,New York,3.5
26833,Pamela Love,HR,Analyst,117603.97,5173.98,120305.37,23,Bachelor's,Female,59,Chicago,2.3
15453,Kevin Weeks,Sales,Consultant,62782.84,34213.96,110962.63,12,Master's,Other,45,Los Angeles,4.5
70121,April Clark,Engineering,Sales Executive,121594.53,49876.15,96700.16,19,Bachelor's,Female,26,San Francisco,1.5
51498,Maria Davis,Engineering,Consultant,42384.39,38565.26,192426.08,8,Master's,Male,23,New York,3.4
